t_ms,soma_v_mV
3.040599999998684666e+02,-6.768680885667593827e+01
3.040799999998684484e+02,-6.768587293308024755e+01
3.040999999998684302e+02,-6.768494479109078554e+01
3.041199999998684120e+02,-6.768402456900557240e+01
3.041399999998683938e+02,-6.768311233911930458e+01
3.041599999998683757e+02,-6.768220810252798003e+01
3.041799999998683575e+02,-6.768131178837306550e+01
3.041999999998683393e+02,-6.768042325701350137e+01
3.042199999998683211e+02,-6.767954230629642609e+01
3.042399999998683029e+02,-6.767866868000190550e+01
3.042599999998682847e+02,-6.767780207758747224e+01
3.042799999998682665e+02,-6.767694216448727218e+01
3.042999999998682483e+02,-6.767608858237829850e+01
3.043199999998682301e+02,-6.767524095898170344e+01
3.043399999998682119e+02,-6.767439891710453992e+01
3.043599999998681938e+02,-6.767356208274020446e+01
3.043799999998681756e+02,-6.767273009213404578e+01
3.043999999998681574e+02,-6.767190259778644190e+01
3.044199999998681392e+02,-6.767107927341265849e+01
3.044399999998681210e+02,-6.767025981791076106e+01
3.044599999998681028e+02,-6.766944395840948800e+01
3.044799999998680846e+02,-6.766863145247967282e+01
3.044999999998680664e+02,-6.766782208959813261e+01
3.045199999998680482e+02,-6.766701569195406307e+01
3.045399999998680300e+02,-6.766621211468553554e+01
3.045599999998680119e+02,-6.766541124562934328e+01
3.045799999998679937e+02,-6.766461300466191631e+01
3.045999999998679755e+02,-6.766381734270208881e+01
3.046199999998679573e+02,-6.766302424044032193e+01
3.046399999998679391e+02,-6.766223370685192151e+01
3.046599999998679209e+02,-6.766144577754540990e+01
3.046799999998679027e+02,-6.766066051299097239e+01
3.046999999998678845e+02,-6.765987799666802971e+01
3.047199999998678663e+02,-6.765909833316531774e+01
3.047399999998678481e+02,-6.765832164626218059e+01
3.047599999998678300e+02,-6.765754807701516427e+01
3.047799999998678118e+02,-6.765677778187001934e+01
3.047999999998677936e+02,-6.765601093081565409e+01
3.048199999998677754e+02,-6.765524770559346734e+01
3.048399999998677572e+02,-6.765448829797249175e+01
3.048599999998677390e+02,-6.765373290809863249e+01
3.048799999998677208e+02,-6.765298174292419731e+01
3.048999999998677026e+02,-6.765223501472208056e+01
3.049199999998676844e+02,-6.765149293968742938e+01
3.049399999998676662e+02,-6.765075573662819863e+01
3.049599999998676481e+02,-6.765002362574502115e+01
3.049799999998676299e+02,-6.764929682749972528e+01
3.049999999998676117e+02,-6.764857556157110707e+01
3.050199999998675935e+02,-6.764786004589613810e+01
3.050399999998675753e+02,-6.764715049579403683e+01
3.050599999998675571e+02,-6.764644712262408177e+01
3.050799999998675389e+02,-6.764575013119110736e+01
3.050999999998675207e+02,-6.764505971564291542e+01
3.051199999998675025e+02,-6.764437605438492085e+01
3.051399999998674843e+02,-6.764369930497508676e+01
3.051599999998674662e+02,-6.764302959991461250e+01
3.051799999998674480e+02,-6.764236704390833665e+01
3.051999999998674298e+02,-6.764171171277369865e+01
3.052199999998674116e+02,-6.764106365387303299e+01
3.052399999998673934e+02,-6.764042288777262968e+01
3.052599999998673752e+02,-6.763978941077336060e+01
3.052799999998673570e+02,-6.763916319797232291e+01
3.052999999998673388e+02,-6.763854420656747379e+01
3.053199999998673206e+02,-6.763793237918221735e+01
3.053399999998673024e+02,-6.763732764705014233e+01
3.053599999998672843e+02,-6.763672993295450908e+01
3.053799999998672661e+02,-6.763613915386078190e+01
3.053999999998672479e+02,-6.763555522321348690e+01
3.054199999998672297e+02,-6.763497805289235032e+01
3.054399999998672115e+02,-6.763440755483806299e+01
3.054599999998671933e+02,-6.763384364236956969e+01
3.054799999998671751e+02,-6.763328623122274053e+01
3.054999999998671569e+02,-6.763273524034211448e+01
3.055199999998671387e+02,-6.763219059245641063e+01
3.055399999998671206e+02,-6.763165221446827502e+01
3.055599999998671024e+02,-6.763112003768686975e+01
3.055799999998670842e+02,-6.763059399792982163e+01
3.055999999998670660e+02,-6.763007403551863206e+01
3.056199999998670478e+02,-6.762956009518877920e+01
3.056399999998670296e+02,-6.762905212593305748e+01
3.056599999998670114e+02,-6.762855008079429808e+01
3.056799999998669932e+02,-6.762805391662098486e+01
3.056999999998669750e+02,-6.762756359379721971e+01
3.057199999998669568e+02,-6.762707907595675749e+01
3.057399999998669387e+02,-6.762660032968877033e+01
3.057599999998669205e+02,-6.762612732424196338e+01
3.057799999998669023e+02,-6.762566003123203018e+01
3.057999999998668841e+02,-6.762519842435646922e+01
3.058199999998668659e+02,-6.762474247911970338e+01
3.058399999998668477e+02,-6.762429217257080438e+01
3.058599999998668295e+02,-6.762384748305530024e+01
3.058799999998668113e+02,-6.762340838998213144e+01
3.058999999998667931e+02,-6.762297487360645221e+01
3.059199999998667749e+02,-6.762254691482834801e+01
3.059399999998667568e+02,-6.762212449500658806e+01
3.059599999998667386e+02,-6.762170759578343393e+01
3.059799999998667204e+02,-6.762129619891335608e+01
3.059999999998667022e+02,-6.762089028608768615e+01
3.060199999998666840e+02,-6.762048983874849739e+01
3.060399999998666658e+02,-6.762009483788949638e+01
3.060599999998666476e+02,-6.761970526384604341e+01
3.060799999998666294e+02,-6.761932109608018493e+01
3.060999999998666112e+02,-6.761894231296872704e+01
3.061199999998665930e+02,-6.761856889160003448e+01
3.061399999998665749e+02,-6.761820080758897689e+01
3.061599999998665567e+02,-6.761783803491664457e+01
3.061799999998665385e+02,-6.761748054579848599e+01
3.061999999998665203e+02,-6.761712831058179063e+01
3.062199999998665021e+02,-6.761678129767199152e+01
3.062399999998664839e+02,-6.761643947348669315e+01
3.062599999998664657e+02,-6.761610280243513671e+01
3.062799999998664475e+02,-6.761577124692112761e+01
3.062999999998664293e+02,-6.761544476736666809e+01
3.063199999998664111e+02,-6.761512332225385080e+01
3.063399999998663930e+02,-6.761480686818241281e+01
3.063599999998663748e+02,-6.761449535994030668e+01
3.063799999998663566e+02,-6.761418875058411970e+01
3.063999999998663384e+02,-6.761388699152729487e+01
3.064199999998663202e+02,-6.761359003263598311e+01
3.064399999998663020e+02,-6.761329782233157459e+01
3.064599999998662838e+02,-6.761301030769824649e+01
3.064799999998662656e+02,-6.761272743459359447e+01
3.064999999998662474e+02,-6.761244914776055737e+01
3.065199999998662292e+02,-6.761217539093878770e+01
3.065399999998662111e+02,-6.761190610697441628e+01
3.065599999998661929e+02,-6.761164123792782732e+01
3.065799999998661747e+02,-6.761134562480563659e+01
3.065999999998661565e+02,-6.761098017201692301e+01
3.066199999998661383e+02,-6.761051748349676416e+01
3.066399999998661201e+02,-6.760994277284873988e+01
3.066599999998661019e+02,-6.760925062671412888e+01
3.066799999998660837e+02,-6.760844180563047701e+01
3.066999999998660655e+02,-6.760752091787533402e+01
3.067199999998660473e+02,-6.760649486703148625e+01
3.067399999998660292e+02,-6.760537184038716418e+01
3.067599999998660110e+02,-6.760416065195980195e+01
3.067799999998659928e+02,-6.760287031523110102e+01
3.067999999998659746e+02,-6.760150976567585701e+01
3.068199999998659564e+02,-6.760008768224213327e+01
3.068399999998659382e+02,-6.759861237509167609e+01
3.068599999998659200e+02,-6.759709171817233653e+01
3.068799999998659018e+02,-6.759553311227044503e+01
3.068999999998658836e+02,-6.759394346877753890e+01
3.069199999998658654e+02,-6.759232920748702611e+01
3.069399999998658473e+02,-6.759069626385041829e+01
3.069599999998658291e+02,-6.758905010257299750e+01
3.069799999998658109e+02,-6.758739573541016910e+01
3.069999999998657927e+02,-6.758573774167993520e+01
3.070199999998657745e+02,-6.758408029044007037e+01
3.070399999998657563e+02,-6.758242716356795654e+01
3.070599999998657381e+02,-6.758078177917927576e+01
3.070799999998657199e+02,-6.757914721496307209e+01
3.070999999998657017e+02,-6.757752623111568369e+01
3.071199999998656835e+02,-6.757592129263704805e+01
3.071399999998656654e+02,-6.757433459081734384e+01
3.071599999998656472e+02,-6.757276806379326217e+01
3.071799999998656290e+02,-6.757122341609502314e+01
3.071999999998656108e+02,-6.756970213713847784e+01
3.072199999998655926e+02,-6.756820551864323932e+01
3.072399999998655744e+02,-6.756673467097785135e+01
3.072599999998655562e+02,-6.756529053844906230e+01
3.072799999998655380e+02,-6.756387391356363992e+01
3.072999999998655198e+02,-6.756248545029964703e+01
3.073199999998655016e+02,-6.756112567642998101e+01
3.073399999998654835e+02,-6.755979500494281353e+01
3.073599999998654653e+02,-6.755849374460130718e+01
3.073799999998654471e+02,-6.755722210968052366e+01
3.073999999998654289e+02,-6.755598022891669530e+01
3.074199999998654107e+02,-6.755476815370518295e+01
3.074399999998653925e+02,-6.755358586558841694e+01
3.074599999998653743e+02,-6.755243328308121420e+01
3.074799999998653561e+02,-6.755131026788640725e+01
3.074999999998653379e+02,-6.755021663055649128e+01
3.075199999998653198e+02,-6.754915213565750776e+01
3.075399999998653016e+02,-6.754811650648835553e+01
3.075599999998652834e+02,-6.754710942940465657e+01
3.075799999998652652e+02,-6.754613055779080355e+01
3.075999999998652470e+02,-6.754517951571790491e+01
3.076199999998652288e+02,-6.754425590131273793e+01
3.076399999998652106e+02,-6.754335928984524173e+01
3.076599999998651924e+02,-6.754248923653229042e+01
3.076799999998651742e+02,-6.754164527905871296e+01
3.076999999998651560e+02,-6.754082693983120578e+01
3.077199999998651379e+02,-6.754003372799603255e+01
3.077399999998651197e+02,-6.753926514126186476e+01
3.077599999998651015e+02,-6.753852066757092132e+01
3.077799999998650833e+02,-6.753779978665690464e+01
3.077999999998650651e+02,-6.753710197151937678e+01
3.078199999998650469e+02,-6.753642668983444253e+01
3.078399999998650287e+02,-6.753577340531249718e+01
3.078599999998650105e+02,-6.753514157900686143e+01
3.078799999998649923e+02,-6.753453067057203896e+01
3.078999999998649741e+02,-6.753394013946795837e+01
3.079199999998649560e+02,-6.753336944610481396e+01
3.079399999998649378e+02,-6.753281805292357376e+01
3.079599999998649196e+02,-6.753228542540757928e+01
3.079799999998649014e+02,-6.753177103302199669e+01
3.079999999998648832e+02,-6.753127435007907309e+01
3.080199999998648650e+02,-6.753079485652828851e+01
3.080399999998648468e+02,-6.753033203867187240e+01
3.080599999998648286e+02,-6.752988538980713429e+01
3.080799999998648104e+02,-6.752945441079754119e+01
3.080999999998647922e+02,-6.752903861057565393e+01
3.081199999998647741e+02,-6.752863750658087838e+01
3.081399999998647559e+02,-6.752825062513568355e+01
3.081599999998647377e+02,-6.752787750176428005e+01
3.081799999998647195e+02,-6.752751768145779465e+01
3.081999999998647013e+02,-6.752717071888993416e+01
3.082199999998646831e+02,-6.752683617858700416e+01
3.082399999998646649e+02,-6.752651363505604820e+01
3.082599999998646467e+02,-6.752620267280344990e+01
3.082799999998646285e+02,-6.752590237853824817e+01
3.082999999998646103e+02,-6.752561090985155090e+01
3.083199999998645922e+02,-6.752532546967661631e+01
3.083399999998645740e+02,-6.752504257849440705e+01
3.083599999998645558e+02,-6.752475843402875455e+01
3.083799999998645376e+02,-6.752446922446520716e+01
3.083999999998645194e+02,-6.752417134926410824e+01
3.084199999998645012e+02,-6.752386155120701972e+01
3.084399999998644830e+02,-6.752353698071490840e+01
3.084599999998644648e+02,-6.752319521456190898e+01
3.084799999998644466e+02,-6.752283424654129362e+01
3.084999999998644284e+02,-6.752245246236979881e+01
3.085199999998644103e+02,-6.752204860681548837e+01
3.085399999998643921e+02,-6.752162174796471561e+01
3.085599999998643739e+02,-6.752117124150366578e+01
3.085799999998643557e+02,-6.752069669659547912e+01
3.085999999998643375e+02,-6.752019794414162845e+01
3.086199999998643193e+02,-6.751967500774857456e+01
3.086399999998643011e+02,-6.751912807745426903e+01
3.086599999998642829e+02,-6.751855748612402408e+01
3.086799999998642647e+02,-6.751796368835228179e+01
3.086999999998642465e+02,-6.751734724167368995e+01
3.087199999998642284e+02,-6.751670878987806645e+01
3.087399999998642102e+02,-6.751604904822762876e+01
3.087599999998641920e+02,-6.751536879038620498e+01
3.087799999998641738e+02,-6.751466883688485154e+01
3.087999999998641556e+02,-6.751395004496377794e+01
3.088199999998641374e+02,-6.751321329964567042e+01
3.088399999998641192e+02,-6.751245950590994482e+01
3.088599999998641010e+02,-6.751168958185004954e+01
3.088799999998640828e+02,-6.751090445270250484e+01
3.088999999998640646e+02,-6.751010504565127235e+01
3.089199999998640465e+02,-6.750929228532751836e+01
3.089399999998640283e+02,-6.750846708993272216e+01
3.089599999998640101e+02,-6.750763036791660454e+01
3.089799999998639919e+02,-6.750678301514560076e+01
3.089999999998639737e+02,-6.750592591173919743e+01
3.090199999998639555e+02,-6.750505991752257273e+01
3.090399999998639373e+02,-6.750418586581507441e+01
3.090599999998639191e+02,-6.750330455627204174e+01
3.090799999998639009e+02,-6.750241674800153646e+01
3.090999999998638827e+02,-6.750152315407639492e+01
3.091199999998638646e+02,-6.750062443811536639e+01
3.091399999998638464e+02,-6.749972121311080286e+01
3.091599999998638282e+02,-6.749881404230234239e+01
3.091799999998638100e+02,-6.749790344052493651e+01
3.091999999998637918e+02,-6.749698987455357724e+01
3.092199999998637736e+02,-6.749607376235081801e+01
3.092399999998637554e+02,-6.749515547220782707e+01
3.092599999998637372e+02,-6.749423532291184813e+01
3.092799999998637190e+02,-6.749331358559517469e+01
3.092999999998637009e+02,-6.749239048732943047e+01
3.093199999998636827e+02,-6.749146621611316732e+01
3.093399999998636645e+02,-6.749054092671985927e+01
3.093599999998636463e+02,-6.748961474687217788e+01
3.093799999998636281e+02,-6.748868778330279383e+01
3.093999999998636099e+02,-6.748776012739017460e+01
3.094199999998635917e+02,-6.748683186018084257e+01
3.094399999998635735e+02,-6.748590305670818168e+01
3.094599999998635553e+02,-6.748497378958924742e+01
3.094799999998635371e+02,-6.748404413192827178e+01
3.094999999998635190e+02,-6.748311415958404780e+01
3.095199999998635008e+02,-6.748218395287283045e+01
3.095399999998634826e+02,-6.748125359778254051e+01
3.095599999998634644e+02,-6.748032318677323360e+01
3.095799999998634462e+02,-6.747939281923325439e+01
3.095999999998634280e+02,-6.747846260165401588e+01
3.096199999998634098e+02,-6.747753264757874092e+01
3.096399999998633916e+02,-6.747660307737301366e+01
3.096599999998633734e+02,-6.747567401378054797e+01
3.096799999998633552e+02,-6.747474557197735123e+01
3.096999999998633371e+02,-6.747381784761437018e+01
3.097199999998633189e+02,-6.747289090737989170e+01
3.097399999998633007e+02,-6.747196478456683622e+01
3.097599999998632825e+02,-6.747103947968980719e+01
3.097799999998632643e+02,-6.747011496478711479e+01
3.097999999998632461e+02,-6.746919118961039885e+01
3.098199999998632279e+02,-6.746826808812870979e+01
3.098399999998632097e+02,-6.746734558434255291e+01
3.098599999998631915e+02,-6.746642359700095426e+01
3.098799999998631733e+02,-6.746550204323568778e+01
3.098999999998631552e+02,-6.746458084132433441e+01
3.099199999998631370e+02,-6.746365991282691255e+01
3.099399999998631188e+02,-6.746273918429199057e+01
3.099599999998631006e+02,-6.746181858865918457e+01
3.099799999998630824e+02,-6.746089806642734743e+01
3.099999999998630642e+02,-6.745997756662025324e+01
3.100199999998630460e+02,-6.745905704756236787e+01
3.100399999998630278e+02,-6.745813647747013420e+01
3.100599999998630096e+02,-6.745721583486404427e+01
3.100799999998629914e+02,-6.745629510881002489e+01
3.100999999998629733e+02,-6.745537429900278426e+01
3.101199999998629551e+02,-6.745445341570666642e+01
3.101399999998629369e+02,-6.745353247957085330e+01
3.101599999998629187e+02,-6.745261152133670635e+01
3.101799999998629005e+02,-6.745169058145501140e+01
3.101999999998628823e+02,-6.745076970963026497e+01
3.102199999998628641e+02,-6.744984896430780452e+01
3.102399999998628459e+02,-6.744892841211832035e+01
3.102599999998628277e+02,-6.744800812729248207e+01
3.102799999998628095e+02,-6.744708819105694886e+01
3.102999999998627914e+02,-6.744616869102139844e+01
3.103199999998627732e+02,-6.744524972056453294e+01
3.103399999998627550e+02,-6.744433137822592528e+01
3.103599999998627368e+02,-6.744341376710833913e+01
3.103799999998627186e+02,-6.744249699429431644e+01
3.103999999998627004e+02,-6.744158117028143806e+01
3.104199999998626822e+02,-6.744066640844008020e+01
3.104399999998626640e+02,-6.743975282449625297e+01
3.104599999998626458e+02,-6.743884053604099904e+01
3.104799999998626276e+02,-6.743792966206670769e+01
3.104999999998626095e+02,-6.743702032253061418e+01
3.105199999998625913e+02,-6.743611263794505817e+01
3.105399999998625731e+02,-6.743520672899435908e+01
3.105599999998625549e+02,-6.743430271617749838e+01
3.105799999998625367e+02,-6.743340071947636716e+01
3.105999999998625185e+02,-6.743250085804862692e+01
3.106199999998625003e+02,-6.743160324994461519e+01
3.106399999998624821e+02,-6.743070801184744312e+01
3.106599999998624639e+02,-6.742981525883533322e+01
3.106799999998624457e+02,-6.742892510416547225e+01
3.106999999998624276e+02,-6.742803765907812874e+01
3.107199999998624094e+02,-6.742715303262041004e+01
3.107399999998623912e+02,-6.742627133148835128e+01
3.107599999998623730e+02,-6.742539265988651209e+01
3.107799999998623548e+02,-6.742451711940405801e+01
3.107999999998623366e+02,-6.742364480890640266e+01
3.108199999998623184e+02,-6.742277582444157247e+01
3.108399999998623002e+02,-6.742191025916025637e+01
3.108599999998622820e+02,-6.742104820324883008e+01
3.108799999998622638e+02,-6.742018974387433161e+01
3.108999999998622457e+02,-6.741933496514062085e+01
3.109199999998622275e+02,-6.741848394805306555e+01
3.109399999998622093e+02,-6.741763677049097225e+01
3.109599999998621911e+02,-6.741679350718904118e+01
3.109799999998621729e+02,-6.741595422972855545e+01
3.109999999998621547e+02,-6.741511900653766531e+01
3.110199999998621365e+02,-6.741428790289951678e+01
3.110399999998621183e+02,-6.741346098039113599e+01
3.110599999998621001e+02,-6.741263829496782023e+01
3.110799999998620819e+02,-6.741181989349161086e+01
3.110999999998620638e+02,-6.741100580929796138e+01
3.111199999998620456e+02,-6.741019605780239488e+01
3.111399999998620274e+02,-6.740939063305900447e+01
3.111599999998620092e+02,-6.740858950580785347e+01
3.111799999998619910e+02,-6.740779262313824916e+01
3.111999999998619728e+02,-6.740699990959210197e+01
3.112199999998619546e+02,-6.740621126937153917e+01
3.112399999998619364e+02,-6.740542658927184050e+01
3.112599999998619182e+02,-6.740464574199177150e+01
3.112799999998619001e+02,-6.740386858953918647e+01
3.112999999998618819e+02,-6.740309498652491982e+01
3.113199999998618637e+02,-6.740232478320716325e+01
3.113399999998618455e+02,-6.740155782820566799e+01
3.113599999998618273e+02,-6.740079397084630841e+01
3.113799999998618091e+02,-6.740003306312168263e+01
3.113999999998617909e+02,-6.739927496126666995e+01
3.114199999998617727e+02,-6.739851952695541115e+01
3.114399999998617545e+02,-6.739776662813379460e+01
3.114599999998617363e+02,-6.739701613951086756e+01
3.114799999998617182e+02,-6.739626794274361998e+01
3.114999999998617000e+02,-6.739552192636075745e+01
3.115199999998616818e+02,-6.739477798547791565e+01
3.115399999998616636e+02,-6.739403602136049187e+01
3.115599999998616454e+02,-6.739329594088765418e+01
3.115799999998616272e+02,-6.739255765596571734e+01
3.115999999998616090e+02,-6.739182108293073270e+01
3.116199999998615908e+02,-6.739108614197097324e+01
3.116399999998615726e+02,-6.739035275659135493e+01
3.116599999998615544e+02,-6.738962085313391981e+01
3.116799999998615363e+02,-6.738889036032773561e+01
3.116999999998615181e+02,-6.738816120880537142e+01
3.117199999998614999e+02,-6.738743333053139395e+01
3.117399999998614817e+02,-6.738670665813380367e+01
3.117599999998614635e+02,-6.738598112417813013e+01
3.117799999998614453e+02,-6.738525666045350704e+01
3.117999999998614271e+02,-6.738453319734374247e+01
3.118199999998614089e+02,-6.738381066334078184e+01
3.118399999998613907e+02,-6.738308898473447073e+01
3.118599999998613725e+02,-6.738236808548809620e+01
3.118799999998613544e+02,-6.738164788728971644e+01
3.118999999998613362e+02,-6.738089455178273113e+01
3.119199999998613180e+02,-6.738006817774717661e+01
3.119399999998612998e+02,-6.737913820968560685e+01
3.119599999998612816e+02,-6.737808577340071281e+01
3.119799999998612634e+02,-6.737690160954461760e+01
3.119999999998612452e+02,-6.737558343814498585e+01
3.120199999998612270e+02,-6.737413377349410837e+01
3.120399999998612088e+02,-6.737255829902437654e+01
3.120599999998611906e+02,-6.737086470174635622e+01
3.120799999998611725e+02,-6.736906184415796872e+01
3.120999999998611543e+02,-6.736715917596265513e+01
3.121199999998611361e+02,-6.736516631789638154e+01
3.121399999998611179e+02,-6.736309277211623225e+01
3.121599999998610997e+02,-6.736094772695575728e+01
3.121799999998610815e+02,-6.735873993177013119e+01
3.121999999998610633e+02,-6.735647762301817920e+01
3.122199999998610451e+02,-6.735416848703857795e+01
3.122399999998610269e+02,-6.735181964854828607e+01
3.122599999998610087e+02,-6.734943767676338666e+01
3.122799999998609906e+02,-6.734702860325126039e+01
3.122999999998609724e+02,-6.734459794726323878e+01
3.123199999998609542e+02,-6.734215074549237556e+01
3.123399999998609360e+02,-6.733969158407091982e+01
3.123599999998609178e+02,-6.733722463125894819e+01
3.123799999998608996e+02,-6.733475366974683141e+01
3.123999999998608814e+02,-6.733228212784541711e+01
3.124199999998608632e+02,-6.732981310909903527e+01
3.124399999998608450e+02,-6.732734942004996981e+01
3.124599999998608268e+02,-6.732489359602325862e+01
3.124799999998608087e+02,-6.732244792490114094e+01
3.124999999998607905e+02,-6.732001446892506635e+01
3.125199999998607723e+02,-6.731759508460856978e+01
3.125399999998607541e+02,-6.731519144087187101e+01
3.125599999998607359e+02,-6.731280503552379457e+01
3.125799999998607177e+02,-6.731043721005872271e+01
3.125999999998606995e+02,-6.730808916262708408e+01
3.126199999998606813e+02,-6.730576195909067394e+01
3.126399999998606631e+02,-6.730345654222973906e+01
3.126599999998606449e+02,-6.730117373933039460e+01
3.126799999998606268e+02,-6.729891426848713820e+01
3.126999999998606086e+02,-6.729667874399089555e+01
3.127199999998605904e+02,-6.729446768114983968e+01
3.127399999998605722e+02,-6.729228150083093851e+01
3.127599999998605540e+02,-6.729012040170646003e+01
3.127799999998605358e+02,-6.728798419384821727e+01
3.127999999998605176e+02,-6.728587222825900938e+01
3.128199999998604994e+02,-6.728378344633918573e+01
3.128399999998604812e+02,-6.728171649741051397e+01
3.128599999998604630e+02,-6.727966986656623760e+01
3.128799999998604449e+02,-6.727764078045595397e+01
3.128999999998604267e+02,-6.727562456060698537e+01
3.129199999998604085e+02,-6.727361492165557877e+01
3.129399999998603903e+02,-6.727160474825417680e+01
3.129599999998603721e+02,-6.726958687902659051e+01
3.129799999998603539e+02,-6.726755468579239050e+01
3.129999999998603357e+02,-6.726550241848146072e+01
3.130199999998603175e+02,-6.726342536086676205e+01
3.130399999998602993e+02,-6.726131985497447374e+01
3.130599999998602812e+02,-6.725918324378599777e+01
3.130799999998602630e+02,-6.725701377000653736e+01
3.130999999998602448e+02,-6.725481045724141893e+01
3.131199999998602266e+02,-6.725257299000594458e+01
3.131399999998602084e+02,-6.725030160143283808e+01
3.131599999998601902e+02,-6.724799697255376429e+01
3.131799999998601720e+02,-6.724566014417672477e+01
3.131999999998601538e+02,-6.724329244096109903e+01
3.132199999998601356e+02,-6.724089540668163067e+01
3.132399999998601174e+02,-6.723847074948983504e+01
3.132599999998600993e+02,-6.723602029598488627e+01
3.132799999998600811e+02,-6.723354595296933667e+01
3.132999999998600629e+02,-6.723104967584855274e+01
3.133199999998600447e+02,-6.722853344272154175e+01
3.133399999998600265e+02,-6.722599923332091976e+01
3.133599999998600083e+02,-6.722344901206402312e+01
3.133799999998599901e+02,-6.722088471456217462e+01
3.133999999998599719e+02,-6.721830823702090640e+01
3.134199999998599537e+02,-6.721572142804971861e+01
3.134399999998599355e+02,-6.721312608247323794e+01
3.134599999998599174e+02,-6.721052393679414649e+01
3.134799999998598992e+02,-6.720791665709968754e+01
3.134999999998598810e+02,-6.720530581624296929e+01
3.135199999998598628e+02,-6.720269286738553660e+01
3.135399999998598446e+02,-6.720007912345930379e+01
3.135599999998598264e+02,-6.719746574812072026e+01
3.135799999998598082e+02,-6.719485375870723942e+01
3.135999999998597900e+02,-6.719224403852500416e+01
3.136199999998597718e+02,-6.718963735477780119e+01
3.136399999998597536e+02,-6.718703437878556883e+01
3.136599999998597355e+02,-6.718443570601820625e+01
3.136799999998597173e+02,-6.718184187439464949e+01
3.136999999998596991e+02,-6.717925338010076075e+01
3.137199999998596809e+02,-6.717667069067701391e+01
3.137399999998596627e+02,-6.717409425540908785e+01
3.137599999998596445e+02,-6.717152443801128925e+01
3.137799999998596263e+02,-6.716896138184091569e+01
3.137999999998596081e+02,-6.716640488606148551e+01
3.138199999998595899e+02,-6.716385435320378861e+01
3.138399999998595717e+02,-6.716130881915597683e+01
3.138599999998595536e+02,-6.715876704285149401e+01
3.138799999998595354e+02,-6.715622759431843747e+01
3.138999999998595172e+02,-6.715368891722029332e+01
3.139199999998594990e+02,-6.715114938081354978e+01
3.139399999998594808e+02,-6.714860733850350982e+01
3.139599999998594626e+02,-6.714606106429693000e+01
3.139799999998594444e+02,-6.714350866604851831e+01
3.139999999998594262e+02,-6.714094806786329173e+01
3.140199999998594080e+02,-6.713837706780925885e+01
3.140399999998593898e+02,-6.713579343597041316e+01
3.140599999998593717e+02,-6.713319501838277858e+01
3.140799999998593535e+02,-6.713057982633317522e+01
3.140999999998593353e+02,-6.712794610303680543e+01
3.141199999998593171e+02,-6.712529236719768733e+01
3.141399999998592989e+02,-6.712261743643492196e+01
3.141599999998592807e+02,-6.711992043466786129e+01
3.141799999998592625e+02,-6.711720078748217588e+01
3.141999999998592443e+02,-6.711445820898741488e+01
3.142199999998592261e+02,-6.711169268301713942e+01
3.142399999998592079e+02,-6.710890444087125672e+01
3.142599999998591898e+02,-6.710609393728530847e+01
3.142799999998591716e+02,-6.710326182580081422e+01
3.142999999998591534e+02,-6.710040893437717102e+01
3.143199999998591352e+02,-6.709753623483913998e+01
3.143399999998591170e+02,-6.709464480447890367e+01
3.143599999998590988e+02,-6.709173578626658241e+01
3.143799999998590806e+02,-6.708881035563702255e+01
3.143999999998590624e+02,-6.708586969797748623e+01
3.144199999998590442e+02,-6.708291499660536772e+01
3.144399999998590260e+02,-6.707994742858656423e+01
3.144599999998590079e+02,-6.707696816521871597e+01
3.144799999998589897e+02,-6.707397837454149681e+01
3.144999999998589715e+02,-6.707097922407974977e+01
3.145199999998589533e+02,-6.706797188287711720e+01
3.145399999998589351e+02,-6.706495752247329278e+01
3.145599999998589169e+02,-6.706193731676246728e+01
3.145799999998588987e+02,-6.705891244084966729e+01
3.145999999998588805e+02,-6.705588406909784283e+01
3.146199999998588623e+02,-6.705285337255686784e+01
3.146399999998588441e+02,-6.704982151602459339e+01
3.146599999998588260e+02,-6.704678965494443332e+01
3.146799999998588078e+02,-6.704375893228313998e+01
3.146999999998587896e+02,-6.704073047530265228e+01
3.147199999998587714e+02,-6.703770539252025173e+01
3.147399999998587532e+02,-6.703468477105244006e+01
3.147599999998587350e+02,-6.703166967417377009e+01
3.147799999998587168e+02,-6.702866113892550004e+01
3.147999999998586986e+02,-6.702566017369673546e+01
3.148199999998586804e+02,-6.702266775577254521e+01
3.148399999998586622e+02,-6.701968482887232881e+01
3.148599999998586441e+02,-6.701671230078478914e+01
3.148799999998586259e+02,-6.701375104122982407e+01
3.148999999998586077e+02,-6.701080187698880763e+01
3.149199999998585895e+02,-6.700786558132736559e+01
3.149399999998585713e+02,-6.700494285850000153e+01
3.149599999998585531e+02,-6.700203432675418469e+01
3.149799999998585349e+02,-6.699914050313782354e+01
3.149999999998585167e+02,-6.699626177162568297e+01
3.150199999998584985e+02,-6.699339835756659056e+01
3.150399999998584804e+02,-6.699055038318287814e+01
3.150599999998584622e+02,-6.698771787454195703e+01
3.150799999998584440e+02,-6.698490076964353079e+01
3.150999999998584258e+02,-6.698209892942141153e+01
3.151199999998584076e+02,-6.697931214959746171e+01
3.151399999998583894e+02,-6.697654017287123906e+01
3.151599999998583712e+02,-6.697378270093138042e+01
3.151799999998583530e+02,-6.697103940588840487e+01
3.151999999998583348e+02,-6.696830994083242672e+01
3.152199999998583166e+02,-6.696559394946660859e+01
